tl,hanzi,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,itaigi,is_variant
tsô-lē,皂隸,25,chô-lē,tso5le7,cho5le7,ㄗㄛˊㄌㆤ˫,tsole,chole,ㄗㄛㄌㆤ,tl,cl,ㄗㄌ,True,False
phuê-tsâi,皮材,25,phôe-châi,phue5tsai5,phoe5chai5,ㄆㄨㆤˊㄗㄞˊ,phuetsai,phoechai,ㄆㄨㆤㄗㄞ,pt,pc,ㄆㄗ,True,False
phuê-tsiūnn,皮癢,25,phôe-chiūⁿ,phue5tsiunn7,phoe5chiunn7,ㄆㄨㆤˊㄐㄧㆫ˫,phuetsiunn,phoechiunn,ㄆㄨㆤㄐㄧㆫ,pt,pc,ㄆㄐ,True,False
phuê-phuê,皮皮,25,phôe-phôe,phue5phue5,phoe5phoe5,ㄆㄨㆤˊㄆㄨㆤˊ,phuephue,phoephoe,ㄆㄨㆤㄆㄨㆤ,pp,pp,ㄆㄆ,True,False
phî-phî,皮皮,25,phî-phî,phi5phi5,phi5phi5,ㄆㄧˊㄆㄧˊ,phiphi,phiphi,ㄆㄧㄆㄧ,pp,pp,ㄆㄆ,True,False
phî-lián,皮臉,25,phî-lián,phi5lian2,phi5lian2,ㄆㄧˊㄌㄧㄢˋ,philian,philian,ㄆㄧㄌㄧㄢ,pl,pl,ㄆㄌ,True,False
jiâu-sûn,皺巡,25,jiâu-sûn,jiau5sun5,jiau5sun5,ㆢㄧㄠˊㄙㄨㄣˊ,jiausun,jiausun,ㆢㄧㄠㄙㄨㄣ,js,js,ㆢㄙ,True,False
liâu-sûn,皺巡,25,liâu-sûn,liau5sun5,liau5sun5,ㄌㄧㄠˊㄙㄨㄣˊ,liausun,liausun,ㄌㄧㄠㄙㄨㄣ,ls,ls,ㄌㄙ,True,False
liâu-khang,皺空,25,liâu-khang,liau5khang1,liau5khang1,ㄌㄧㄠˊㄎㄤ,liaukhang,liaukhang,ㄌㄧㄠㄎㄤ,lk,lk,ㄌㄎ,True,False
jiâu-bûn,皺紋,25,jiâu-bûn,jiau5bun5,jiau5bun5,ㆢㄧㄠˊㆠㄨㄣˊ,jiaubun,jiaubun,ㆢㄧㄠㆠㄨㄣ,jb,jb,ㆢㆠ,True,False
it-huat,益發,25,it-hoat,it4huat4,it4hoat4,ㄧㆵㄏㄨㄚㆵ,ithuat,ithoat,ㄧㆵㄏㄨㄚㆵ,ih,ih,ㄧㄏ,True,False
tō-iōng,盜用,25,tō-iōng,to7iong7,to7iong7,ㄉㄛ˫ㄧㆲ˫,toiong,toiong,ㄉㄛㄧㆲ,ti,ti,ㄉㄧ,True,False
tsīn-ke,盡加,25,chīn-ke,tsin7ke1,chin7ke1,ㄐㄧㄣ˫ㄍㆤ,tsinke,chinke,ㄐㄧㄣㄍㆤ,tk,ck,ㄐㄍ,True,False
puânn-tshuì,盤喙,25,pôaⁿ-chhùi,puann5tshui3,poann5chhui3,ㄅㄨㆩˊㄘㄨㄧ˪,puanntshui,poannchhui,ㄅㄨㆩㄘㄨㄧ,pt,pc,ㄅㄘ,True,False
puânn-tsíng,盤整,25,pôaⁿ-chéng,puann5tsing2,poann5cheng2,ㄅㄨㆩˊㄐㄧㄥˋ,puanntsing,poanncheng,ㄅㄨㆩㄐㄧㄥ,pt,pc,ㄅㄐ,True,False
puânn-ki,盤機,25,pôaⁿ-ki,puann5ki1,poann5ki1,ㄅㄨㆩˊㄍㄧ,puannki,poannki,ㄅㄨㆩㄍㄧ,pk,pk,ㄅㄍ,True,False
puânn-kiû,盤球,25,pôaⁿ-kiû,puann5kiu5,poann5kiu5,ㄅㄨㆩˊㄍㄧㄨˊ,puannkiu,poannkiu,ㄅㄨㆩㄍㄧㄨ,pk,pk,ㄅㄍ,True,False
tn̄g-tn̄g,盪盪,25,tn̄g-tn̄g,tng7tng7,tng7tng7,ㄉㆭ˫ㄉㆭ˫,tngtng,tngtng,ㄉㆭㄉㆭ,tt,tt,ㄉㄉ,True,False
ba̍k-khóng,目孔,25,ba̍k-khóng,bak8khong2,bak8khong2,ㆠㄚㆻ̇ㄎㆲˋ,bakkhong,bakkhong,ㆠㄚㆻㄎㆲ,bk,bk,ㆠㄎ,True,False
ba̍k-tshái,目彩,25,ba̍k-chhái,bak8tshai2,bak8chhai2,ㆠㄚㆻ̇ㄘㄞˋ,baktshai,bakchhai,ㆠㄚㆻㄘㄞ,bt,bc,ㆠㄘ,True,False
ba̍k-tsiap,目汁,25,ba̍k-chiap,bak8tsiap4,bak8chiap4,ㆠㄚㆻ̇ㄐㄧㄚㆴ,baktsiap,bakchiap,ㆠㄚㆻㄐㄧㄚㆴ,bt,bc,ㆠㄐ,True,False
ba̍k-ham,目蚶,25,ba̍k-ham,bak8ham1,bak8ham1,ㆠㄚㆻ̇ㄏㆰ,bakham,bakham,ㆠㄚㆻㄏㆰ,bh,bh,ㆠㄏ,True,False
ba̍k-tē,目袋,25,ba̍k-tē,bak8te7,bak8te7,ㆠㄚㆻ̇ㄉㆤ˫,bakte,bakte,ㆠㄚㆻㄉㆤ,bt,bt,ㆠㄉ,True,False
ba̍k-sik,目識,25,ba̍k-sek,bak8sik4,bak8sek4,ㆠㄚㆻ̇ㄒㄧㆻ,baksik,baksek,ㆠㄚㆻㄒㄧㆻ,bs,bs,ㆠㄒ,True,False
ti̍t-kak,直覺,25,ti̍t-kak,tit8kak4,tit8kak4,ㄉㄧㆵ̇ㄍㄚㆻ,titkak,titkak,ㄉㄧㆵㄍㄚㆻ,tk,tk,ㄉㄍ,True,False
siong-sîng,相乘,25,siong-sêng,siong1sing5,siong1seng5,ㄒㄧㆲㄒㄧㄥˊ,siongsing,siongseng,ㄒㄧㆲㄒㄧㄥ,ss,ss,ㄒㄒ,True,False
sio-thīn,相伨,25,sio-thīn,sio1thin7,sio1thin7,ㄒㄧㄛㄊㄧㄣ˫,siothin,siothin,ㄒㄧㄛㄊㄧㄣ,st,st,ㄒㄊ,True,False
sann-tâng,相同,25,saⁿ-tâng,sann1tang5,sann1tang5,ㄙㆩㄉㄤˊ,sanntang,sanntang,ㄙㆩㄉㄤ,st,st,ㄙㄉ,True,False
sann-hô,相和,25,saⁿ-hô,sann1ho5,sann1ho5,ㄙㆩㄏㄛˊ,sannho,sannho,ㄙㆩㄏㄛ,sh,sh,ㄙㄏ,True,False
sio-tshiàng,相唱,25,sio-chhiàng,sio1tshiang3,sio1chhiang3,ㄒㄧㄛㄑㄧㄤ˪,siotshiang,siochhiang,ㄒㄧㄛㄑㄧㄤ,st,sc,ㄒㄑ,True,False
sio-kàn,相姦,25,sio-kàn,sio1kan3,sio1kan3,ㄒㄧㄛㄍㄢ˪,siokan,siokan,ㄒㄧㄛㄍㄢ,sk,sk,ㄒㄍ,True,False
sio-tuà,相帶,25,sio-tòa,sio1tua3,sio1toa3,ㄒㄧㄛㄉㄨㄚ˪,siotua,siotoa,ㄒㄧㄛㄉㄨㄚ,st,st,ㄒㄉ,True,True
sio-tshé,相扯,25,sio-chhé,sio1tshe2,sio1chhe2,ㄒㄧㄛㄘㆤˋ,siotshe,siochhe,ㄒㄧㄛㄘㆤ,st,sc,ㄒㄘ,True,False
sio-ke̍h,相扴,25,sio-ke̍h,sio1keh8,sio1keh8,ㄒㄧㄛㄍㆤㆷ̇,siokeh,siokeh,ㄒㄧㄛㄍㆤㆷ,sk,sk,ㄒㄍ,True,False
sio-bat,相捌,25,sio-bat,sio1bat4,sio1bat4,ㄒㄧㄛㆠㄚㆵ,siobat,siobat,ㄒㄧㄛㆠㄚㆵ,sb,sb,ㄒㆠ,True,False
sio-pat,相捌,25,sio-pat,sio1pat4,sio1pat4,ㄒㄧㄛㄅㄚㆵ,siopat,siopat,ㄒㄧㄛㄅㄚㆵ,sp,sp,ㄒㄅ,True,False
sann-tshē,相揣,25,saⁿ-chhē,sann1tshe7,sann1chhe7,ㄙㆩㄘㆤ˫,sanntshe,sannchhe,ㄙㆩㄘㆤ,st,sc,ㄙㄘ,True,False
sio-tshuē,相揣,25,sio-chhōe,sio1tshue7,sio1chhoe7,ㄒㄧㄛㄘㄨㆤ˫,siotshue,siochhoe,ㄒㄧㄛㄘㄨㆤ,st,sc,ㄒㄘ,True,False
sann-puann,相搬,25,saⁿ-poaⁿ,sann1puann1,sann1poann1,ㄙㆩㄅㄨㆩ,sannpuann,sannpoann,ㄙㆩㄅㄨㆩ,sp,sp,ㄙㄅ,True,False
siòng-khing,相框,25,siòng-kheng,siong3khing1,siong3kheng1,ㄒㄧㆲ˪ㄎㄧㄥ,siongkhing,siongkheng,ㄒㄧㆲㄎㄧㄥ,sk,sk,ㄒㄎ,True,False
sio-pōng,相碰,25,sio-pōng,sio1pong7,sio1pong7,ㄒㄧㄛㄅㆲ˫,siopong,siopong,ㄒㄧㄛㄅㆲ,sp,sp,ㄒㄅ,True,False
sio-kha̍p,相磕,25,sio-kha̍p,sio1khap8,sio1khap8,ㄒㄧㄛㄎㄚㆴ̇,siokhap,siokhap,ㄒㄧㄛㄎㄚㆴ,sk,sk,ㄒㄎ,True,False
sio-tuè,相綴,25,sio-tòe,sio1tue3,sio1toe3,ㄒㄧㄛㄉㄨㆤ˪,siotue,siotoe,ㄒㄧㄛㄉㄨㆤ,st,st,ㄒㄉ,True,False
siong-kìnn,相見,25,siong-kìⁿ,siong1kinn3,siong1kinn3,ㄒㄧㆲㄍㆪ˪,siongkinn,siongkinn,ㄒㄧㆲㄍㆪ,sk,sk,ㄒㄍ,True,False
sio-tak,相觸,25,sio-tak,sio1tak4,sio1tak4,ㄒㄧㄛㄉㄚㆻ,siotak,siotak,ㄒㄧㄛㄉㄚㆻ,st,st,ㄒㄉ,True,False
sio-tâm,相談,25,sio-tâm,sio1tam5,sio1tam5,ㄒㄧㄛㄉㆰˊ,siotam,siotam,ㄒㄧㄛㄉㆰ,st,st,ㄒㄉ,True,False
siong-tâm,相談,25,siong-tâm,siong1tam5,siong1tam5,ㄒㄧㆲㄉㆰˊ,siongtam,siongtam,ㄒㄧㆲㄉㆰ,st,st,ㄒㄉ,True,False
siong-hông,相逢,25,siong-hông,siong1hong5,siong1hong5,ㄒㄧㆲㄏㆲˊ,sionghong,sionghong,ㄒㄧㆲㄏㆲ,sh,sh,ㄒㄏ,True,False
sann-sái,相駛,25,saⁿ-sái,sann1sai2,sann1sai2,ㄙㆩㄙㄞˋ,sannsai,sannsai,ㄙㆩㄙㄞ,ss,ss,ㄙㄙ,True,False
síng-kiám,省減,25,séng-kiám,sing2kiam2,seng2kiam2,ㄒㄧㄥˋㄍㄧㆰˋ,singkiam,sengkiam,ㄒㄧㄥㄍㄧㆰ,sk,sk,ㄒㄍ,True,False
bâi-pit,眉筆,25,bâi-pit,bai5pit4,bai5pit4,ㆠㄞˊㄅㄧㆵ,baipit,baipit,ㆠㄞㄅㄧㆵ,bp,bp,ㆠㄅ,True,False
khuànn-hóng,看仿,25,khòaⁿ-hóng,khuann3hong2,khoann3hong2,ㄎㄨㆩ˪ㄏㆲˋ,khuannhong,khoannhong,ㄎㄨㆩㄏㆲ,kh,kh,ㄎㄏ,True,False
khuànn-siánn,看啥,25,khòaⁿ-siáⁿ,khuann3siann2,khoann3siann2,ㄎㄨㆩ˪ㄒㄧㆩˋ,khuannsiann,khoannsiann,ㄎㄨㆩㄒㄧㆩ,ks,ks,ㄎㄒ,True,False
khuànn-suí,看媠,25,khòaⁿ-súi,khuann3sui2,khoann3sui2,ㄎㄨㆩ˪ㄙㄨㄧˋ,khuannsui,khoannsui,ㄎㄨㆩㄙㄨㄧ,ks,ks,ㄎㄙ,True,False
kha̋ng-páng,看板,25,khăng-páng,khang9pang2,khang9pang2,ㄎㄤˆㄅㄤˋ,khangpang,khangpang,ㄎㄤㄅㄤ,kp,kp,ㄎㄅ,True,False
khàn-pán,看板,25,khàn-pán,khan3pan2,khan3pan2,ㄎㄢ˪ㄅㄢˋ,khanpan,khanpan,ㄎㄢㄅㄢ,kp,kp,ㄎㄅ,True,False
khuànn-khang,看空,25,khòaⁿ-khang,khuann3khang1,khoann3khang1,ㄎㄨㆩ˪ㄎㄤ,khuannkhang,khoannkhang,ㄎㄨㆩㄎㄤ,kk,kk,ㄎㄎ,True,False
khuànn-lo̍h,看落,25,khòaⁿ-lo̍h,khuann3loh8,khoann3loh8,ㄎㄨㆩ˪ㄌㄛㆷ̇,khuannloh,khoannloh,ㄎㄨㆩㄌㄛㆷ,kl,kl,ㄎㄌ,True,False
khàn-hōo,看護,25,khàn-hō͘,khan3hoo7,khan3hoo7,ㄎㄢ˪ㄏㆦ˫,khanhoo,khanhoo,ㄎㄢㄏㆦ,kh,kh,ㄎㄏ,True,False
khuànn-khí,看起,25,khòaⁿ-khí,khuann3khi2,khoann3khi2,ㄎㄨㆩ˪ㄎㄧˋ,khuannkhi,khoannkhi,ㄎㄨㆩㄎㄧ,kk,kk,ㄎㄎ,True,False
khuànn-kuè,看過,25,khòaⁿ-kòe,khuann3kue3,khoann3koe3,ㄎㄨㆩ˪ㄍㄨㆤ˪,khuannkue,khoannkoe,ㄎㄨㆩㄍㄨㆤ,kk,kk,ㄎㄍ,True,False
khuànn-khui,看開,25,khòaⁿ-khui,khuann3khui1,khoann3khui1,ㄎㄨㆩ˪ㄎㄨㄧ,khuannkhui,khoannkhui,ㄎㄨㆩㄎㄨㄧ,kk,kk,ㄎㄎ,True,False
tsin-kú,真久,25,chin-kú,tsin1ku2,chin1ku2,ㄐㄧㄣㄍㄨˋ,tsinku,chinku,ㄐㄧㄣㄍㄨ,tk,ck,ㄐㄍ,True,False
tsìn-kú,真久,25,chìn-kú,tsin3ku2,chin3ku2,ㄐㄧㄣ˪ㄍㄨˋ,tsinku,chinku,ㄐㄧㄣㄍㄨ,tk,ck,ㄐㄍ,True,False
tsin-lāi,真利,25,chin-lāi,tsin1lai7,chin1lai7,ㄐㄧㄣㄌㄞ˫,tsinlai,chinlai,ㄐㄧㄣㄌㄞ,tl,cl,ㄐㄌ,True,False
tsin-hai,真咍,25,chin-hai,tsin1hai1,chin1hai1,ㄐㄧㄣㄏㄞ,tsinhai,chinhai,ㄐㄧㄣㄏㄞ,th,ch,ㄐㄏ,True,False
tsin-hó,真好,25,chin-hó,tsin1ho2,chin1ho2,ㄐㄧㄣㄏㄛˋ,tsinho,chinho,ㄐㄧㄣㄏㄛ,th,ch,ㄐㄏ,True,False
tsin-suí,真媠,25,chin-súi,tsin1sui2,chin1sui2,ㄐㄧㄣㄙㄨㄧˋ,tsinsui,chinsui,ㄐㄧㄣㄙㄨㄧ,ts,cs,ㄐㄙ,True,False
tsin-thiám,真忝,25,chin-thiám,tsin1thiam2,chin1thiam2,ㄐㄧㄣㄊㄧㆰˋ,tsinthiam,chinthiam,ㄐㄧㄣㄊㄧㆰ,tt,ct,ㄐㄊ,True,False
tsin-pháinn,真歹,25,chin-pháiⁿ,tsin1phainn2,chin1phainn2,ㄐㄧㄣㄆㆮˋ,tsinphainn,chinphainn,ㄐㄧㄣㄆㆮ,tp,cp,ㄐㄆ,True,False
tsin-tsuē,真濟,25,chin-chōe,tsin1tsue7,chin1choe7,ㄐㄧㄣㄗㄨㆤ˫,tsintsue,chinchoe,ㄐㄧㄣㄗㄨㆤ,tt,cc,ㄐㄗ,True,False
tsin-tsē,真濟,25,chin-chē,tsin1tse7,chin1che7,ㄐㄧㄣㄗㆤ˫,tsintse,chinche,ㄐㄧㄣㄗㆤ,tt,cc,ㄐㄗ,True,False
tsin-iāng,真煬,25,chin-iāng,tsin1iang7,chin1iang7,ㄐㄧㄣㄧㄤ˫,tsiniang,chiniang,ㄐㄧㄣㄧㄤ,ti,ci,ㄐㄧ,True,False
tsin-hàm,真譀,25,chin-hàm,tsin1ham3,chin1ham3,ㄐㄧㄣㄏㆰ˪,tsinham,chinham,ㄐㄧㄣㄏㆰ,th,ch,ㄐㄏ,True,False
tsin-tsán,真讚,25,chin-chán,tsin1tsan2,chin1chan2,ㄐㄧㄣㄗㄢˋ,tsintsan,chinchan,ㄐㄧㄣㄗㄢ,tt,cc,ㄐㄗ,True,False
tsin-lò,真躼,25,chin-lò,tsin1lo3,chin1lo3,ㄐㄧㄣㄌㄛ˪,tsinlo,chinlo,ㄐㄧㄣㄌㄛ,tl,cl,ㄐㄌ,True,False
tsin-gâu,真𠢕,25,chin-gâu,tsin1gau5,chin1gau5,ㄐㄧㄣㆣㄠˊ,tsingau,chingau,ㄐㄧㄣㆣㄠ,tg,cg,ㄐㆣ,True,False
tsin-siān,真𤺪,25,chin-siān,tsin1sian7,chin1sian7,ㄐㄧㄣㄒㄧㄢ˫,tsinsian,chinsian,ㄐㄧㄣㄒㄧㄢ,ts,cs,ㄐㄒ,True,False
bîn-náu,眠腦,25,bîn-náu,bin5nau2,bin5nau2,ㆠㄧㄣˊㄋㄠˋ,binnau,binnau,ㆠㄧㄣㄋㄠ,bn,bn,ㆠㄋ,True,False
tshuh-ba̍k,眵目,25,chhuh-ba̍k,tshuh4bak8,chhuh4bak8,ㄘㄨㆷㆠㄚㆻ̇,tshuhbak,chhuhbak,ㄘㄨㆷㆠㄚㆻ,tb,cb,ㄘㆠ,True,False
tshuh-tshuh,眵眵,25,chhuh-chhuh,tshuh4tshuh4,chhuh4chhuh4,ㄘㄨㆷㄘㄨㆷ,tshuhtshuh,chhuhchhuh,ㄘㄨㆷㄘㄨㆷ,tt,cc,ㄘㄘ,True,False
gán-sûn,眼巡,25,gán-sûn,gan2sun5,gan2sun5,ㆣㄢˋㄙㄨㄣˊ,gansun,gansun,ㆣㄢㄙㄨㄣ,gs,gs,ㆣㄙ,True,False
gán-liâm,眼簾,25,gán-liâm,gan2liam5,gan2liam5,ㆣㄢˋㄌㄧㆰˊ,ganliam,ganliam,ㆣㄢㄌㄧㆰ,gl,gl,ㆣㄌ,True,False
ka-tsuē,瞌睡,25,ka-chōe,ka1tsue7,ka1choe7,ㄍㄚㄗㄨㆤ˫,katsue,kachoe,ㄍㄚㄗㄨㆤ,kt,kc,ㄍㄗ,True,False
muâ-khàm,瞞崁,25,môa-khàm,mua5kham3,moa5kham3,ㄇㄨㄚˊㄎㆰ˪,muakham,moakham,ㄇㄨㄚㄎㆰ,mk,mk,ㄇㄎ,True,False
kí-tīn,矩陣,25,kí-tīn,ki2tin7,ki2tin7,ㄍㄧˋㄉㄧㄣ˫,kitin,kitin,ㄍㄧㄉㄧㄣ,kt,kt,ㄍㄉ,True,False
kú-tīn,矩陣,25,kú-tīn,ku2tin7,ku2tin7,ㄍㄨˋㄉㄧㄣ˫,kutin,kutin,ㄍㄨㄉㄧㄣ,kt,kt,ㄍㄉ,True,False
té-kûn,短裙,25,té-kûn,te2kun5,te2kun5,ㄉㆤˋㄍㄨㄣˊ,tekun,tekun,ㄉㆤㄍㄨㄣ,tk,tk,ㄉㄍ,True,False
té-sìn,短訊,25,té-sìn,te2sin3,te2sin3,ㄉㆤˋㄒㄧㄣ˪,tesin,tesin,ㄉㆤㄒㄧㄣ,ts,ts,ㄉㄒ,True,False
té-tsuā,短途,25,té-chōa,te2tsua7,te2choa7,ㄉㆤˋㄗㄨㄚ˫,tetsua,techoa,ㄉㆤㄗㄨㄚ,tt,tc,ㄉㄗ,True,False
té-tôo,短途,25,té-tô͘,te2too5,te2too5,ㄉㆤˋㄉㆦˊ,tetoo,tetoo,ㄉㆤㄉㆦ,tt,tt,ㄉㄉ,True,False
té-tsuā,短逝,25,té-chōa,te2tsua7,te2choa7,ㄉㆤˋㄗㄨㄚ˫,tetsua,techoa,ㄉㆤㄗㄨㄚ,tt,tc,ㄉㄗ,True,False
tsio̍h-tshiāng,石像,25,chio̍h-chhiāng,tsioh8tshiang7,chioh8chhiang7,ㄐㄧㄛㆷ̇ㄑㄧㄤ˫,tsiohtshiang,chiohchhiang,ㄐㄧㄛㆷㄑㄧㄤ,tt,cc,ㄐㄑ,True,False
tsio̍h-ba̍k,石墨,25,chio̍h-ba̍k,tsioh8bak8,chioh8bak8,ㄐㄧㄛㆷ̇ㆠㄚㆻ̇,tsiohbak,chiohbak,ㄐㄧㄛㆷㆠㄚㆻ,tb,cb,ㄐㆠ,True,False
si̍k-kong,石岡,25,se̍k-kong,sik8kong1,sek8kong1,ㄒㄧㆻ̇ㄍㆲ,sikkong,sekkong,ㄒㄧㆻㄍㆲ,sk,sk,ㄒㄍ,True,False
tsio̍h-kong,石岡,25,chio̍h-kong,tsioh8kong1,chioh8kong1,ㄐㄧㄛㆷ̇ㄍㆲ,tsiohkong,chiohkong,ㄐㄧㄛㆷㄍㆲ,tk,ck,ㄐㄍ,True,False
tsio̍h-pan,石斑,25,chio̍h-pan,tsioh8pan1,chioh8pan1,ㄐㄧㄛㆷ̇ㄅㄢ,tsiohpan,chiohpan,ㄐㄧㄛㆷㄅㄢ,tp,cp,ㄐㄅ,True,False
tsio̍h-thui,石梯,25,chio̍h-thui,tsioh8thui1,chioh8thui1,ㄐㄧㄛㆷ̇ㄊㄨㄧ,tsiohthui,chiohthui,ㄐㄧㄛㆷㄊㄨㄧ,tt,ct,ㄐㄊ,True,False
tsio̍h-hōo,石滬,25,chio̍h-hō͘,tsioh8hoo7,chioh8hoo7,ㄐㄧㄛㆷ̇ㄏㆦ˫,tsiohhoo,chiohhoo,ㄐㄧㄛㆷㄏㆦ,th,ch,ㄐㄏ,True,False
tsio̍h-ta,石礁,25,chio̍h-ta,tsioh8ta1,chioh8ta1,ㄐㄧㄛㆷ̇ㄉㄚ,tsiohta,chiohta,ㄐㄧㄛㆷㄉㄚ,tt,ct,ㄐㄉ,True,True
tsio̍h-hóo,石虎,25,chio̍h-hó͘,tsioh8hoo2,chioh8hoo2,ㄐㄧㄛㆷ̇ㄏㆦˋ,tsiohhoo,chiohhoo,ㄐㄧㄛㆷㄏㆦ,th,ch,ㄐㄏ,True,True
tsio̍h-poh,石駁,25,chio̍h-poh,tsioh8poh4,chioh8poh4,ㄐㄧㄛㆷ̇ㄅㄛㆷ,tsiohpoh,chiohpoh,ㄐㄧㄛㆷㄅㄛㆷ,tp,cp,ㄐㄅ,True,False
tsio̍h-ku,石龜,25,chio̍h-ku,tsioh8ku1,chioh8ku1,ㄐㄧㄛㆷ̇ㄍㄨ,tsiohku,chiohku,ㄐㄧㄛㆷㄍㄨ,tk,ck,ㄐㄍ,True,False
phi-sòo,砒素,25,phi-sò͘,phi1soo3,phi1soo3,ㄆㄧㄙㆦ˪,phisoo,phisoo,ㄆㄧㄙㆦ,ps,ps,ㄆㄙ,True,False
gíng-hu,研烌,25,géng-hu,ging2hu1,geng2hu1,ㆣㄧㄥˋㄏㄨ,ginghu,genghu,ㆣㄧㄥㄏㄨ,gh,gh,ㆣㄏ,True,False
gíng-tê,研茶,25,géng-tê,ging2te5,geng2te5,ㆣㄧㄥˋㄉㆤˊ,gingte,gengte,ㆣㄧㄥㄉㆤ,gt,gt,ㆣㄉ,True,False
tiam-á,砧仔,25,tiam-á,tiam1a2,tiam1a2,ㄉㄧㆰㄚˋ,tiama,tiama,ㄉㄧㆰㄚ,ta,ta,ㄉㄚ,True,False
tiam-tiam,砧砧,25,tiam-tiam,tiam1tiam1,tiam1tiam1,ㄉㄧㆰㄉㄧㆰ,tiamtiam,tiamtiam,ㄉㄧㆰㄉㄧㆰ,tt,tt,ㄉㄉ,True,False
tiam-uê,砧鞋,25,tiam-ôe,tiam1ue5,tiam1oe5,ㄉㄧㆰㄨㆤˊ,tiamue,tiamoe,ㄉㄧㆰㄨㆤ,tu,to,ㄉㄨ,True,False
tiam-ê,砧鞋,25,tiam-ê,tiam1e5,tiam1e5,ㄉㄧㆰㆤˊ,tiame,tiame,ㄉㄧㆰㆤ,te,te,ㄉㆤ,True,False
piang-khì,砰去,25,piang-khì,piang1khi3,piang1khi3,ㄅㄧㄤㄎㄧ˪,piangkhi,piangkhi,ㄅㄧㄤㄎㄧ,pk,pk,ㄅㄎ,True,False
phuà-bâ,破媌,25,phòa-bâ,phua3ba5,phoa3ba5,ㄆㄨㄚ˪ㆠㄚˊ,phuaba,phoaba,ㄆㄨㄚㆠㄚ,pb,pb,ㄆㆠ,True,False
phuà-tshâ,破柴,25,phòa-chhâ,phua3tsha5,phoa3chha5,ㄆㄨㄚ˪ㄘㄚˊ,phuatsha,phoachha,ㄆㄨㄚㄘㄚ,pt,pc,ㄆㄘ,True,False
phuà-pîng,破爿,25,phòa-pêng,phua3ping5,phoa3peng5,ㄆㄨㄚ˪ㄅㄧㄥˊ,phuaping,phoapeng,ㄆㄨㄚㄅㄧㄥ,pp,pp,ㄆㄅ,True,False
phuà-khang,破空,25,phòa-khang,phua3khang1,phoa3khang1,ㄆㄨㄚ˪ㄎㄤ,phuakhang,phoakhang,ㄆㄨㄚㄎㄤ,pk,pk,ㄆㄎ,True,False
phuà-thai,破胎,25,phòa-thai,phua3thai1,phoa3thai1,ㄆㄨㄚ˪ㄊㄞ,phuathai,phoathai,ㄆㄨㄚㄊㄞ,pt,pt,ㄆㄊ,True,False
phuà-ô,破蚵,25,phòa-ô,phua3o5,phoa3o5,ㄆㄨㄚ˪ㄛˊ,phuao,phoao,ㄆㄨㄚㄛ,po,po,ㄆㄛ,True,False
phuà-tuann,破蛋,25,phòa-toaⁿ,phua3tuann1,phoa3toann1,ㄆㄨㄚ˪ㄉㄨㆩ,phuatuann,phoatoann,ㄆㄨㄚㄉㄨㆩ,pt,pt,ㄆㄉ,True,False
phuà-hong,破風,25,phòa-hong,phua3hong1,phoa3hong1,ㄆㄨㄚ˪ㄏㆲ,phuahong,phoahong,ㄆㄨㄚㄏㆲ,ph,ph,ㄆㄏ,True,False
phuà-muâ,破麻,25,phòa-môa,phua3mua5,phoa3moa5,ㄆㄨㄚ˪ㄇㄨㄚˊ,phuamua,phoamoa,ㄆㄨㄚㄇㄨㄚ,pm,pm,ㄆㄇ,True,False
phuà-tiánn,破鼎,25,phòa-tiáⁿ,phua3tiann2,phoa3tiann2,ㄆㄨㄚ˪ㄉㄧㆩˋ,phuatiann,phoatiann,ㄆㄨㄚㄉㄧㆩ,pt,pt,ㄆㄉ,True,False
ke-sòo,硅素,25,ke-sò͘,ke1soo3,ke1soo3,ㄍㆤㄙㆦ˪,kesoo,kesoo,ㄍㆤㄙㆦ,ks,ks,ㄍㄙ,True,False
kho̍k-kho̍k,硞硞,25,kho̍k-kho̍k,khok8khok8,khok8khok8,ㄎㆦㆻ̇ㄎㆦㆻ̇,khokkhok,khokkhok,ㄎㆦㆻㄎㆦㆻ,kk,kk,ㄎㄎ,True,False
tshia-kû,硨磲,25,chhia-kû,tshia1ku5,chhia1ku5,ㄑㄧㄚㄍㄨˊ,tshiaku,chhiaku,ㄑㄧㄚㄍㄨ,tk,ck,ㄑㄍ,True,False
teh-siong,硩傷,25,teh-siong,teh4siong1,teh4siong1,ㄉㆤㆷㄒㄧㆲ,tehsiong,tehsiong,ㄉㆤㆷㄒㄧㆲ,ts,ts,ㄉㄒ,True,False
teh-thâm,硩痰,25,teh-thâm,teh4tham5,teh4tham5,ㄉㆤㆷㄊㆰˊ,tehtham,tehtham,ㄉㆤㆷㄊㆰ,tt,tt,ㄉㄊ,True,False
teh-tshng,硩瘡,25,teh-chhng,teh4tshng1,teh4chhng1,ㄉㆤㆷㄘㆭ,tehtshng,tehchhng,ㄉㆤㆷㄘㆭ,tt,tc,ㄉㄘ,True,False
teh-tsuá,硩紙,25,teh-chóa,teh4tsua2,teh4choa2,ㄉㆤㆷㄗㄨㄚˋ,tehtsua,tehchoa,ㄉㆤㆷㄗㄨㄚ,tt,tc,ㄉㄗ,True,False
